epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.8125,0.7808096408843994,,
0,99,0.90625,0.49722054600715637,,
0,149,0.84375,0.45653387904167175,,
0,199,0.875,0.3126004934310913,,
0,249,0.84375,0.3975090980529785,,
0,299,0.90625,0.3200342059135437,,
0,349,0.96875,0.2143997848033905,,
0,399,0.875,0.3627781569957733,,
0,449,0.875,0.4143422245979309,,
0,499,0.9375,0.21358102560043335,,
0,549,1.0,0.14211389422416687,,
0,599,0.9375,0.219633549451828,,
0,649,0.96875,0.11068661510944366,,
0,699,0.96875,0.2310546487569809,,
0,749,0.90625,0.3006134629249573,,
0,799,0.875,0.32543882727622986,,
0,849,0.78125,0.5699850916862488,,
0,899,0.9375,0.2132652848958969,,
0,949,0.84375,0.45582762360572815,,
0,999,0.90625,0.45635852217674255,,
0,1049,0.9375,0.10821127146482468,,
0,1099,1.0,0.09824861586093903,,
0,1149,0.96875,0.1302059441804886,,
0,1199,0.90625,0.2395230084657669,,
0,1249,0.96875,0.11255303025245667,,
0,1299,0.9375,0.19892314076423645,,
0,1349,0.9375,0.12704911828041077,,
0,1399,0.9375,0.22150148451328278,,
0,1449,0.90625,0.21223387122154236,,
0,1499,1.0,0.025998491793870926,,
0,1549,0.90625,0.2856007516384125,,
0,1599,0.9375,0.12183298170566559,,
0,1649,0.96875,0.3194189667701721,,
0,1687,,,0.9473333358764648,0.17029596865177155
1,1699,0.9375,0.17927610874176025,,
1,1749,0.9375,0.10517042875289917,,
1,1799,0.96875,0.07923296093940735,,
1,1849,0.96875,0.06165487319231033,,
1,1899,0.9375,0.22100567817687988,,
1,1949,0.96875,0.07005369663238525,,
1,1999,0.96875,0.22035078704357147,,
1,2049,0.9375,0.21938090026378632,,
1,2099,0.9375,0.1553785800933838,,
1,2149,0.90625,0.2156563252210617,,
1,2199,1.0,0.0705154687166214,,
1,2249,0.96875,0.1041845753788948,,
1,2299,0.96875,0.08497734367847443,,
1,2349,0.90625,0.1651230901479721,,
1,2399,0.9375,0.22746238112449646,,
1,2449,1.0,0.04886993393301964,,
1,2499,0.90625,0.14817923307418823,,
1,2549,1.0,0.06014540046453476,,
1,2599,1.0,0.06607478857040405,,
1,2649,0.875,0.3411657512187958,,
1,2699,1.0,0.06422147154808044,,
1,2749,0.9375,0.17258113622665405,,
1,2799,1.0,0.037629835307598114,,
1,2849,1.0,0.06073400005698204,,
1,2899,0.9375,0.11427518725395203,,
1,2949,0.96875,0.10588597506284714,,
1,2999,0.96875,0.11571631580591202,,
