epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.90625,0.5080466866493225,,
0,99,0.8125,0.5689647793769836,,
0,149,0.875,0.5377901196479797,,
0,199,0.9375,0.2014080286026001,,
0,249,0.875,0.38822540640830994,,
0,299,0.9375,0.1714848428964615,,
0,349,0.96875,0.11263998597860336,,
0,399,0.875,0.4747503101825714,,
0,449,0.96875,0.18725824356079102,,
0,499,0.96875,0.1123017817735672,,
0,549,0.9375,0.2839100956916809,,
0,599,0.84375,0.33565402030944824,,
0,649,0.90625,0.49227824807167053,,
0,699,0.875,0.33053794503211975,,
0,749,0.96875,0.20025810599327087,,
0,799,0.875,0.4324047565460205,,
0,849,0.90625,0.31287238001823425,,
0,899,0.90625,0.3663528263568878,,
0,949,1.0,0.04990239813923836,,
0,999,0.90625,0.5107744932174683,,
0,1049,0.90625,0.3298559784889221,,
0,1099,0.84375,0.5622154474258423,,
0,1149,0.96875,0.2533804178237915,,
0,1199,0.9375,0.35807231068611145,,
0,1249,0.96875,0.09546873718500137,,
0,1299,0.9375,0.3137929439544678,,
0,1349,0.9375,0.21170048415660858,,
0,1399,1.0,0.0806286558508873,,
0,1449,0.9375,0.22036585211753845,,
0,1499,0.9375,0.25861525535583496,,
0,1549,0.96875,0.11087005585432053,,
0,1599,0.9375,0.08291544020175934,,
0,1649,0.96875,0.16620831191539764,,
0,1687,,,0.9606666564941406,0.13573229312896729
1,1699,0.9375,0.31373780965805054,,
1,1749,0.90625,0.4577169418334961,,
1,1799,0.96875,0.12312108278274536,,
1,1849,1.0,0.02259223163127899,,
1,1899,0.90625,0.23085014522075653,,
1,1949,1.0,0.03581519052386284,,
1,1999,0.96875,0.10872427374124527,,
1,2049,0.9375,0.27589693665504456,,
1,2099,0.96875,0.15960364043712616,,
1,2149,1.0,0.041760947555303574,,
1,2199,0.90625,0.2575923204421997,,
1,2249,0.875,0.4082598388195038,,
1,2299,1.0,0.02675028145313263,,
1,2349,1.0,0.029454801231622696,,
1,2399,1.0,0.03310256078839302,,
1,2449,0.9375,0.19629879295825958,,
1,2499,0.875,0.22976961731910706,,
1,2549,0.90625,0.24586185812950134,,
1,2599,0.9375,0.18096011877059937,,
1,2649,0.96875,0.16255611181259155,,
1,2699,1.0,0.09435641020536423,,
1,2749,1.0,0.03128625452518463,,
1,2799,1.0,0.007727472111582756,,
1,2849,0.9375,0.20804740488529205,,
1,2899,0.96875,0.15483932197093964,,
1,2949,1.0,0.011917199939489365,,
1,2999,1.0,0.03793204575777054,,
1,3049,0.9375,0.14961957931518555,,
1,3099,0.9375,0.09500699490308762,,
1,3149,1.0,0.014751987531781197,,
1,3199,0.9375,0.3033718764781952,,
1,3249,1.0,0.022205715999007225,,
1,3299,0.96875,0.1583103984594345,,
1,3349,1.0,0.021295268088579178,,
1,3375,,,0.9698333144187927,0.10582201927900314
2,3399,0.90625,0.3005794584751129,,
2,3449,1.0,0.004529209807515144,,
2,3499,0.96875,0.07630707323551178,,
2,3549,0.96875,0.08757548034191132,,
2,3599,1.0,0.018287383019924164,,
2,3649,0.96875,0.051366087049245834,,
2,3699,1.0,0.013700255192816257,,
2,3749,0.9375,0.17524245381355286,,
2,3799,1.0,0.0018618986941874027,,
2,3849,1.0,0.024499354884028435,,
2,3899,1.0,0.03832987695932388,,
2,3949,1.0,0.0428033322095871,,
2,3999,1.0,0.028158124536275864,,
2,4049,1.0,0.02487778849899769,,
2,4099,0.90625,0.14863920211791992,,
2,4149,0.9375,0.07821222394704819,,
2,4199,1.0,0.004243550822138786,,
2,4249,0.96875,0.13006459176540375,,
2,4299,0.9375,0.16322799026966095,,
2,4349,0.9375,0.23627646267414093,,
2,4399,0.9375,0.15382283926010132,,
2,4449,1.0,0.02135545015335083,,
2,4499,1.0,0.007822978310286999,,
2,4549,1.0,0.0028082444332540035,,
2,4599,0.96875,0.04988572746515274,,
2,4649,1.0,0.012947993353009224,,
2,4699,1.0,0.016921471804380417,,
2,4749,1.0,0.02427009865641594,,
2,4799,0.9375,0.27844399213790894,,
2,4849,0.96875,0.10571059584617615,,
2,4899,0.96875,0.09388085454702377,,
2,4949,1.0,0.020429478958249092,,
2,4999,1.0,0.05548899993300438,,
2,5049,1.0,0.012399810366332531,,
