epoch,lr-AdamW,step,train_loss
,0.0001,0,
0,,9,0.9944108724594116
0,,19,0.7170231342315674
0,,29,0.5836032032966614
0,,39,0.47850072383880615
0,,49,0.6379568576812744
0,,59,0.4749913811683655
0,,69,0.463504433631897
