epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.828125,0.5777446031570435,,
0,99,0.765625,0.6700049638748169,,
0,149,0.953125,0.15316042304039001,,
0,199,0.890625,0.30126187205314636,,
0,249,0.9375,0.169320210814476,,
0,299,0.921875,0.24037960171699524,,
0,349,0.9375,0.2405409812927246,,
0,399,0.953125,0.13796906173229218,,
0,449,0.890625,0.260590523481369,,
0,499,0.875,0.4988734722137451,,
0,549,0.9375,0.22557827830314636,,
0,599,0.9375,0.25327739119529724,,
0,649,0.90625,0.24336117506027222,,
0,699,0.9375,0.3070780336856842,,
0,749,0.921875,0.3292752504348755,,
0,799,0.9375,0.30347728729248047,,
0,843,,,0.9553333520889282,0.1573297530412674
1,849,0.984375,0.08185625821352005,,
1,899,0.921875,0.20005600154399872,,
1,949,0.96875,0.17948393523693085,,
1,999,0.890625,0.3851712942123413,,
1,1049,0.96875,0.0787176564335823,,
1,1099,0.9375,0.20889481902122498,,
1,1149,0.96875,0.14737433195114136,,
1,1199,0.953125,0.15479005873203278,,
1,1249,0.953125,0.11011984199285507,,
1,1299,0.9375,0.115993432700634,,
1,1349,0.953125,0.1680527925491333,,
1,1399,0.9375,0.21132372319698334,,
1,1449,0.90625,0.3729179799556732,,
1,1499,0.921875,0.4186885952949524,,
1,1549,0.9375,0.1656181663274765,,
1,1599,0.953125,0.13156041502952576,,
1,1649,0.96875,0.0971035361289978,,
1,1687,,,0.9613333344459534,0.1611579954624176
2,1699,0.953125,0.11077074706554413,,
2,1749,0.90625,0.2820102572441101,,
2,1799,0.9375,0.12279458343982697,,
2,1849,0.984375,0.07914499938488007,,
2,1899,0.9375,0.19992923736572266,,
2,1949,0.96875,0.10752744227647781,,
2,1999,0.96875,0.13039323687553406,,
2,2049,0.953125,0.09948840737342834,,
2,2099,0.96875,0.2119230329990387,,
2,2149,0.953125,0.0964512899518013,,
2,2199,0.921875,0.22138909995555878,,
2,2249,0.984375,0.0790201872587204,,
2,2299,0.984375,0.09174607694149017,,
2,2349,0.984375,0.11083868145942688,,
2,2399,1.0,0.014465950429439545,,
2,2449,0.984375,0.26576635241508484,,
2,2499,0.96875,0.18311043083667755,,
2,2531,,,0.9679999947547913,0.11847089976072311
3,2549,0.96875,0.10264942795038223,,
3,2599,0.96875,0.11850402504205704,,
3,2649,0.984375,0.10859762132167816,,
3,2699,0.984375,0.2918412685394287,,
3,2749,0.9375,0.1828421801328659,,
3,2799,0.953125,0.2265796661376953,,
3,2849,0.984375,0.11159220337867737,,
3,2899,0.984375,0.08817721158266068,,
3,2949,0.90625,0.3045644462108612,,
3,2999,0.984375,0.03914579376578331,,
3,3049,0.953125,0.12256449460983276,,
3,3099,0.96875,0.11303036659955978,,
3,3149,0.953125,0.2727738916873932,,
3,3199,0.96875,0.07674387097358704,,
3,3249,0.96875,0.09861564636230469,,
3,3299,0.9375,0.15447184443473816,,
3,3349,0.984375,0.05005737394094467,,
3,3375,,,0.9700000286102295,0.12750300765037537
4,3399,0.9375,0.09554893523454666,,
4,3449,0.953125,0.1045413613319397,,
4,3499,0.90625,0.44566550850868225,,
4,3549,0.96875,0.0815800279378891,,
4,3599,1.0,0.01829073391854763,,
4,3649,0.984375,0.08236796408891678,,
4,3699,1.0,0.033351458609104156,,
4,3749,0.9375,0.20307517051696777,,
4,3799,0.96875,0.04000395908951759,,
4,3849,0.9375,0.35652369260787964,,
4,3899,0.953125,0.1683473289012909,,
4,3949,0.984375,0.025622164830565453,,
4,3999,0.953125,0.1193573996424675,,
4,4049,0.953125,0.1031351387500763,,
4,4099,0.9375,0.1909966915845871,,
4,4149,0.90625,0.19696186482906342,,
4,4199,0.953125,0.21662507951259613,,
4,4219,,,0.9676666855812073,0.12623664736747742
