epoch,lr-AdamW,step,test_dice,test_iou,test_loss,train_loss,val_dice,val_iou,val_loss
3,,1369,,,,0.23409481346607208,,,
3,,1379,,,,0.17035114765167236,,,
3,,1389,,,,0.23980487883090973,,,
3,,1399,,,,0.20157304406166077,,,
3,,1409,,,,0.17929010093212128,,,
3,,1419,,,,0.2250145673751831,,,
3,,1429,,,,0.16011372208595276,,,
3,,1439,,,,0.1716064214706421,,,
3,,1449,,,,0.15996211767196655,,,
3,,1459,,,,0.19386887550354004,,,
3,,1469,,,,0.2363964468240738,,,
3,,1471,,,,,0.933704137802124,0.8760901689529419,0.20957113802433014
,9.844486647586723e-05,1472,,,,,,,
4,,1479,,,,0.15061771869659424,,,
4,,1489,,,,0.1867925226688385,,,
4,,1499,,,,0.1628105491399765,,,
4,,1509,,,,0.1859632134437561,,,
4,,1519,,,,0.16139431297779083,,,
4,,1529,,,,0.1428268849849701,,,
4,,1539,,,,0.17557212710380554,,,
4,,1549,,,,0.13260135054588318,,,
4,,1559,,,,0.18084146082401276,,,
4,,1569,,,,0.16215726733207703,,,
4,,1579,,,,0.17016583681106567,,,
4,,1589,,,,0.1477804183959961,,,
4,,1599,,,,0.15812835097312927,,,
4,,1609,,,,0.19165095686912537,,,
4,,1619,,,,0.1727829873561859,,,
4,,1629,,,,0.21572428941726685,,,
4,,1639,,,,0.17564646899700165,,,
4,,1649,,,,0.1517046093940735,,,
4,,1659,,,,0.13464686274528503,,,
4,,1669,,,,0.3080092668533325,,,
4,,1679,,,,0.17358531057834625,,,
4,,1689,,,,0.1384006291627884,,,
4,,1699,,,,0.15985503792762756,,,
4,,1709,,,,0.16022837162017822,,,
4,,1719,,,,0.18644055724143982,,,
4,,1729,,,,0.18128491938114166,,,
4,,1739,,,,0.14802336692810059,,,
4,,1749,,,,0.27782320976257324,,,
4,,1759,,,,0.13622920215129852,,,
4,,1769,,,,0.19169273972511292,,,
4,,1779,,,,0.1964835822582245,,,
4,,1789,,,,0.19856256246566772,,,
4,,1799,,,,0.17369596660137177,,,
4,,1809,,,,0.18685615062713623,,,
4,,1819,,,,0.19305846095085144,,,
4,,1829,,,,0.1865994930267334,,,
4,,1839,,,,0.17024192214012146,,,
4,,1839,,,,,0.933601438999176,0.8759673833847046,0.2044825553894043
5,,1840,0.9310414791107178,0.8722715973854065,0.21607936918735504,,,,
