epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.84375,0.44012683629989624,,
0,99,0.90625,0.32907819747924805,,
0,149,0.90625,0.31814759969711304,,
0,199,0.84375,0.3961472809314728,,
0,249,0.9375,0.17236445844173431,,
0,299,0.90625,0.2757119834423065,,
0,349,0.90625,0.37554383277893066,,
0,399,0.8125,0.5521443486213684,,
0,449,0.8125,0.44170552492141724,,
0,499,0.96875,0.11769914627075195,,
0,549,0.96875,0.0454404316842556,,
0,599,0.96875,0.07882034778594971,,
0,649,0.90625,0.25691017508506775,,
0,699,0.875,0.3374396562576294,,
0,749,0.90625,0.1539865881204605,,
0,799,0.90625,0.2042267620563507,,
0,849,0.90625,0.3504675328731537,,
0,899,1.0,0.06035824492573738,,
0,949,0.96875,0.1303502321243286,,
0,999,0.96875,0.06724313646554947,,
0,1049,0.90625,0.18956317007541656,,
0,1099,1.0,0.04325113818049431,,
0,1149,0.96875,0.30128592252731323,,
0,1199,1.0,0.08368220925331116,,
0,1249,0.9375,0.07431790232658386,,
0,1299,0.90625,0.22756361961364746,,
0,1349,0.96875,0.18934595584869385,,
0,1399,0.90625,0.1703474521636963,,
0,1449,0.90625,0.3571200668811798,,
0,1499,0.875,0.24798502027988434,,
0,1549,0.875,0.29725223779678345,,
0,1599,0.96875,0.13204704225063324,,
0,1649,1.0,0.03907236084342003,,
0,1687,,,0.9599999785423279,0.13398799300193787
1,1699,0.9375,0.12722060084342957,,
1,1749,0.9375,0.14279383420944214,,
1,1799,0.875,0.4238728880882263,,
1,1849,0.96875,0.0786941796541214,,
1,1899,1.0,0.013077051378786564,,
1,1949,0.9375,0.1756713092327118,,
1,1999,0.96875,0.13500750064849854,,
1,2049,0.96875,0.16916704177856445,,
1,2099,0.9375,0.11230923980474472,,
1,2149,0.9375,0.21500185132026672,,
1,2199,0.90625,0.19632963836193085,,
1,2249,0.96875,0.047402676194906235,,
1,2299,0.96875,0.18634845316410065,,
1,2349,0.9375,0.19885088503360748,,
1,2399,1.0,0.008725184947252274,,
1,2449,0.96875,0.11594031006097794,,
1,2499,0.96875,0.09261687099933624,,
1,2549,0.90625,0.24182415008544922,,
1,2599,0.875,0.4420827031135559,,
1,2649,0.96875,0.11461678892374039,,
1,2699,0.90625,0.2166931927204132,,
1,2749,0.96875,0.039610669016838074,,
1,2799,1.0,0.014253919944167137,,
1,2849,0.9375,0.30228689312934875,,
1,2899,0.9375,0.2236613780260086,,
1,2949,1.0,0.029562877491116524,,
1,2999,1.0,0.05008311569690704,,
1,3049,0.96875,0.13405418395996094,,
1,3099,0.875,0.26255401968955994,,
1,3149,0.9375,0.10772315412759781,,
1,3199,1.0,0.04079677537083626,,
1,3249,0.9375,0.17545796930789948,,
1,3299,0.9375,0.30237576365470886,,
1,3349,0.96875,0.08459582924842834,,
1,3375,,,0.9711666703224182,0.10092427581548691
2,3399,0.9375,0.12266311049461365,,
2,3449,1.0,0.012514905072748661,,
2,3499,1.0,0.0193942878395319,,
2,3549,0.90625,0.32331186532974243,,
2,3599,0.96875,0.07363632321357727,,
2,3649,0.96875,0.07071956247091293,,
2,3699,0.96875,0.05811718851327896,,
2,3749,0.96875,0.05544067546725273,,
2,3799,1.0,0.0346071794629097,,
2,3849,0.96875,0.06009773164987564,,
2,3899,0.96875,0.16513240337371826,,
2,3949,0.9375,0.15199236571788788,,
2,3999,0.96875,0.08932135254144669,,
2,4049,0.9375,0.1571587473154068,,
2,4099,1.0,0.04665961489081383,,
2,4149,0.9375,0.10267975926399231,,
2,4199,0.9375,0.16322550177574158,,
2,4249,0.96875,0.03871389105916023,,
2,4299,0.96875,0.13383816182613373,,
2,4349,0.96875,0.09885814040899277,,
2,4399,1.0,0.057381242513656616,,
2,4449,1.0,0.035051360726356506,,
2,4499,0.9375,0.1353251338005066,,
2,4549,1.0,0.028127076104283333,,
2,4599,1.0,0.06516318023204803,,
2,4649,1.0,0.019424939528107643,,
2,4699,0.90625,0.46833208203315735,,
2,4749,1.0,0.003162929555401206,,
2,4799,0.96875,0.2138056606054306,,
2,4849,1.0,0.00665185134857893,,
2,4899,0.96875,0.043576620519161224,,
2,4949,1.0,0.025161541998386383,,
2,4999,1.0,0.05207015201449394,,
2,5049,1.0,0.0044655087403953075,,
2,5063,,,0.9738333225250244,0.09314897656440735
3,5099,0.96875,0.1917826384305954,,
3,5149,0.96875,0.06385081261396408,,
3,5199,1.0,0.0075670573860406876,,
3,5249,0.90625,0.2460917830467224,,
3,5299,1.0,0.014912097714841366,,
3,5349,1.0,0.0012447303161025047,,
3,5399,1.0,0.010553422383964062,,
3,5449,0.9375,0.07511574029922485,,
3,5499,1.0,0.03633684664964676,,
3,5549,1.0,0.008369037881493568,,
3,5599,1.0,0.0016676962841302156,,
3,5649,0.9375,0.15232130885124207,,
3,5699,0.90625,0.14701731503009796,,
3,5749,0.9375,0.15705443918704987,,
3,5799,0.96875,0.0552019402384758,,
3,5849,0.96875,0.12660343945026398,,
3,5899,1.0,0.0368385948240757,,
3,5949,0.9375,0.11820155382156372,,
3,5999,1.0,0.016662459820508957,,
3,6049,0.96875,0.09228924661874771,,
3,6099,1.0,0.0074993278831243515,,
3,6149,1.0,0.005460377316921949,,
3,6199,0.90625,0.21990470588207245,,
3,6249,1.0,0.005559285171329975,,
3,6299,1.0,0.011257406324148178,,
3,6349,1.0,0.004152191802859306,,
3,6399,1.0,0.006206957623362541,,
3,6449,1.0,0.023814432322978973,,
3,6499,0.9375,0.2517263889312744,,
3,6549,0.96875,0.0787746012210846,,
3,6599,0.96875,0.12648490071296692,,
3,6649,0.9375,0.14420239627361298,,
3,6699,1.0,0.01794997788965702,,
3,6749,1.0,0.006623285822570324,,
3,6751,,,0.9753333330154419,0.09397011250257492
4,6799,1.0,0.02216145768761635,,
4,6849,1.0,0.01163115818053484,,
4,6899,1.0,0.011523837223649025,,
4,6949,1.0,0.03306219354271889,,
4,6999,1.0,0.018677091225981712,,
4,7049,1.0,0.006493689958006144,,
4,7099,0.96875,0.049352969974279404,,
4,7149,0.9375,0.1340818703174591,,
4,7199,0.9375,0.20766505599021912,,
4,7249,1.0,0.024821361526846886,,
4,7299,1.0,0.005293921567499638,,
4,7349,1.0,0.03622518107295036,,
4,7399,0.96875,0.06332285702228546,,
4,7449,0.96875,0.1939065158367157,,
4,7499,1.0,0.023196307942271233,,
4,7549,0.96875,0.06553050130605698,,
4,7599,0.96875,0.13065360486507416,,
4,7649,0.96875,0.09613942354917526,,
4,7699,0.96875,0.04497241601347923,,
4,7749,1.0,0.0047368938103318214,,
4,7799,0.96875,0.03180833160877228,,
4,7849,0.96875,0.0367790125310421,,
4,7899,0.96875,0.11745059490203857,,
4,7949,0.96875,0.09876170754432678,,
4,7999,1.0,0.023908313363790512,,
4,8049,1.0,0.036842674016952515,,
4,8099,1.0,0.009687974117696285,,
4,8149,1.0,0.026601914316415787,,
4,8199,0.96875,0.0766768604516983,,
4,8249,1.0,0.01785035990178585,,
4,8299,0.96875,0.05224817618727684,,
4,8349,0.90625,0.2197478860616684,,
4,8399,1.0,0.0029601468704640865,,
4,8439,,,0.9728333353996277,0.09808271378278732
