epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
10,4641,,,,,0.9775000214576721,0.08540371805429459
11,4649,,,0.9921875,0.07086623460054398,,
11,4699,,,0.953125,0.1198471263051033,,
11,4749,,,0.9921875,0.025201480835676193,,
11,4799,,,1.0,0.01916542649269104,,
11,4849,,,0.9765625,0.0864577516913414,,
11,4899,,,0.9375,0.16057012975215912,,
11,4949,,,0.9453125,0.12738296389579773,,
11,4999,,,0.984375,0.07737453281879425,,
11,5049,,,0.984375,0.06424550712108612,,
11,5063,,,,,0.9798333048820496,0.07590197026729584
12,5099,,,0.96875,0.08672017604112625,,
12,5149,,,0.9921875,0.03339330106973648,,
12,5199,,,0.9375,0.11681420356035233,,
12,5249,,,0.9765625,0.09201595187187195,,
12,5299,,,0.9921875,0.05903909355401993,,
12,5349,,,0.984375,0.035635266453027725,,
12,5399,,,0.953125,0.16849341988563538,,
12,5449,,,0.9921875,0.01884162425994873,,
12,5485,,,,,0.9791666865348816,0.08427175134420395
13,5499,,,0.9921875,0.03813282400369644,,
13,5549,,,0.9921875,0.03162463754415512,,
13,5599,,,1.0,0.013673445209860802,,
13,5649,,,0.984375,0.03679688274860382,,
13,5699,,,0.9921875,0.02437281422317028,,
13,5749,,,0.9921875,0.02768230065703392,,
13,5799,,,0.9921875,0.0343252494931221,,
13,5849,,,0.984375,0.05731765925884247,,
13,5899,,,0.984375,0.04957738518714905,,
13,5907,,,,,0.9793333411216736,0.07941786199808121
14,5949,,,0.9609375,0.0883728414773941,,
14,5999,,,0.984375,0.05277125537395477,,
14,6049,,,0.984375,0.03902953863143921,,
14,6099,,,1.0,0.016574949026107788,,
14,6149,,,0.984375,0.05205084756016731,,
14,6199,,,0.984375,0.03365658223628998,,
14,6249,,,0.984375,0.06288041174411774,,
14,6299,,,0.96875,0.12252366542816162,,
14,6329,,,,,0.9771666526794434,0.07989542931318283
15,6349,,,0.984375,0.049468912184238434,,
15,6399,,,0.9921875,0.020882556214928627,,
15,6449,,,0.984375,0.03339773789048195,,
15,6499,,,0.9921875,0.017737917602062225,,
15,6549,,,0.9609375,0.09372757375240326,,
15,6599,,,0.984375,0.08724141120910645,,
15,6649,,,1.0,0.007352109998464584,,
15,6699,,,0.984375,0.07227262854576111,,
15,6749,,,0.9765625,0.10242567211389542,,
15,6751,,,,,0.9781666398048401,0.08035009354352951
16,6799,,,0.9765625,0.11020761728286743,,
16,6849,,,0.984375,0.0727456584572792,,
16,6899,,,0.984375,0.05494019761681557,,
16,6949,,,0.984375,0.07792824506759644,,
16,6999,,,1.0,0.009521647356450558,,
16,7049,,,0.9921875,0.016826478764414787,,
16,7099,,,1.0,0.008353177458047867,,
16,7149,,,0.984375,0.07140601426362991,,
16,7173,,,,,0.981333315372467,0.07285333424806595
17,7199,,,0.984375,0.03563575819134712,,
17,7249,,,0.9765625,0.034815847873687744,,
17,7299,,,0.984375,0.04535240679979324,,
17,7349,,,0.9921875,0.039720647037029266,,
17,7399,,,0.96875,0.1390664428472519,,
17,7449,,,0.9765625,0.054416727274656296,,
17,7499,,,1.0,0.01111447624862194,,
17,7549,,,1.0,0.004321998916566372,,
17,7595,,,,,0.9803333282470703,0.0752672553062439
18,7599,,,0.9921875,0.022033417597413063,,
18,7649,,,0.984375,0.04369494318962097,,
18,7699,,,0.9921875,0.029040277004241943,,
18,7749,,,0.953125,0.12478101253509521,,
18,7799,,,1.0,0.01928992010653019,,
18,7849,,,1.0,0.020417526364326477,,
18,7899,,,0.9609375,0.1329706609249115,,
18,7949,,,0.9765625,0.08125225454568863,,
18,7999,,,0.984375,0.06519422680139542,,
18,8017,,,,,0.9823333621025085,0.0723586156964302
19,8049,,,0.9765625,0.06530558317899704,,
19,8099,,,0.9921875,0.07771085947751999,,
19,8149,,,1.0,0.015335515141487122,,
19,8199,,,0.9765625,0.11833658814430237,,
19,8249,,,0.9921875,0.048032019287347794,,
19,8299,,,0.984375,0.07226257026195526,,
19,8349,,,0.984375,0.06037154048681259,,
19,8399,,,0.9765625,0.04067700356245041,,
19,8439,,,,,0.9786666631698608,0.07842326164245605
20,8440,0.9822999835014343,0.06480325013399124,,,,
